transaction_id,date,product_id,store_id,units_sold,sales_revenue
T001123,2024-04-30,P010,S02,18,1202.7599999999998
T001124,2024-04-30,P003,S01,16,4189.76
T001125,2024-04-30,P007,S02,15,4371.3
T001126,2024-04-30,P004,S02,21,3912.72
T001127,2024-04-30,P008,S01,18,4540.5
T001128,2024-05-01,P004,S01,20,3726.3999999999996
T001129,2024-05-01,P003,S03,13,3404.1800000000003
T001130,2024-05-01,P001,S03,7,416.22
T001131,2024-05-01,P004,S01,17,3167.44
T001132,2024-05-01,P003,S03,15,3927.9
T001133,2024-05-01,P008,S03,18,4540.5
T001134,2024-05-01,P002,S01,21,662.5500000000001
T001135,2024-05-01,P004,S03,20,3726.3999999999996
T001136,2024-05-01,P001,S02,5,297.3
T001137,2024-05-01,P008,S02,17,4288.25
T001138,2024-05-01,P009,S02,24,1812.48
T001139,2024-05-01,P001,S03,6,356.76
T001140,2024-05-01,P001,S02,4,237.84
T001141,2024-05-02,P004,S03,23,4285.36
T001142,2024-05-02,P004,S03,19,3540.08
T001143,2024-05-02,P002,S01,15,473.25
T001144,2024-05-02,P002,S03,15,473.25
T001145,2024-05-02,P007,S01,18,5245.56
T001146,2024-05-02,P009,S03,21,1585.9199999999998
T001147,2024-05-02,P009,S02,21,1585.9199999999998
T001148,2024-05-02,P009,S03,20,1510.3999999999999
T001149,2024-05-02,P003,S02,12,3142.32
T001150,2024-05-02,P010,S02,16,1069.12
T001151,2024-05-03,P007,S02,23,6702.660000000001
T001152,2024-05-03,P006,S03,24,500.88
T001153,2024-05-03,P007,S01,18,5245.56
T001154,2024-05-03,P004,S01,22,4099.04
T001155,2024-05-03,P007,S02,18,5245.56
T001156,2024-05-03,P002,S03,15,473.25
T001157,2024-05-03,P005,S03,21,4552.8
T001158,2024-05-03,P005,S02,20,4336.0
T001159,2024-05-03,P009,S03,22,1661.4399999999998
T001160,2024-05-04,P001,S03,4,237.84
T001161,2024-05-04,P009,S03,22,1661.4399999999998
T001162,2024-05-04,P001,S03,8,475.68
T001163,2024-05-04,P002,S02,18,567.9
T001164,2024-05-04,P008,S01,22,5549.5
T001165,2024-05-04,P010,S03,16,1069.12
T001166,2024-05-04,P007,S01,21,6119.820000000001
T001167,2024-05-04,P004,S01,22,4099.04
T001168,2024-05-04,P003,S02,22,5760.92
T001169,2024-05-04,P010,S02,18,1202.7599999999998
T001170,2024-05-05,P003,S02,21,5499.06
T001171,2024-05-05,P006,S02,23,480.01000000000005
T001172,2024-05-05,P006,S01,27,563.49
T001173,2024-05-05,P006,S02,24,500.88
T001174,2024-05-05,P008,S03,24,6054.0
T001175,2024-05-05,P006,S01,21,438.27000000000004
T001176,2024-05-06,P007,S01,21,6119.820000000001
T001177,2024-05-06,P007,S02,24,6994.08
T001178,2024-05-06,P006,S03,20,417.40000000000003
T001179,2024-05-06,P001,S03,4,237.84
T001180,2024-05-06,P009,S03,26,1963.52
T001181,2024-05-06,P006,S01,21,438.27000000000004
T001182,2024-05-06,P005,S03,14,3035.2000000000003
T001183,2024-05-06,P006,S01,17,354.79
T001184,2024-05-06,P003,S01,15,3927.9
T001185,2024-05-06,P010,S01,17,1135.9399999999998
T001186,2024-05-06,P001,S02,2,118.92
T001187,2024-05-06,P008,S01,16,4036.0
T001188,2024-05-06,P001,S03,2,118.92
T001189,2024-05-07,P008,S01,15,3783.75
T001190,2024-05-07,P004,S02,19,3540.08
T001191,2024-05-07,P009,S01,24,1812.48
T001192,2024-05-07,P010,S01,17,1135.9399999999998
T001193,2024-05-07,P004,S01,22,4099.04
T001194,2024-05-07,P010,S03,12,801.8399999999999
T001195,2024-05-07,P006,S03,17,354.79
T001196,2024-05-07,P001,S01,5,297.3
T001197,2024-05-08,P009,S03,21,1585.9199999999998
T001198,2024-05-08,P007,S02,19,5536.9800000000005
T001199,2024-05-08,P009,S02,25,1888.0
T001200,2024-05-08,P005,S01,12,2601.6000000000004
T001201,2024-05-08,P001,S03,4,237.84
T001202,2024-05-08,P010,S02,14,935.4799999999999
T001203,2024-05-08,P003,S01,16,4189.76
T001204,2024-05-08,P010,S01,16,1069.12
T001205,2024-05-08,P006,S02,18,375.66
T001206,2024-05-09,P008,S03,18,4540.5
T001207,2024-05-09,P001,S03,6,356.76
T001208,2024-05-09,P008,S03,21,5297.25
T001209,2024-05-09,P004,S01,21,3912.72
T001210,2024-05-09,P009,S01,34,2567.68
T001211,2024-05-09,P010,S03,18,1202.7599999999998
T001212,2024-05-09,P005,S03,12,2601.6000000000004
T001213,2024-05-09,P004,S03,23,4285.36
T001214,2024-05-09,P009,S01,35,2643.2
T001215,2024-05-10,P002,S02,15,473.25
T001216,2024-05-10,P001,S03,3,178.38
T001217,2024-05-10,P009,S02,32,2416.64
T001218,2024-05-10,P002,S02,16,504.8
T001219,2024-05-10,P010,S01,15,1002.3
T001220,2024-05-10,P010,S01,16,1069.12
T001221,2024-05-10,P004,S03,22,4099.04
T001222,2024-05-10,P002,S01,14,441.7
T001223,2024-05-10,P004,S01,19,3540.08
T001224,2024-05-10,P010,S02,14,935.4799999999999
T001225,2024-05-10,P003,S03,15,3927.9
T001226,2024-05-11,P007,S02,22,6411.240000000001
T001227,2024-05-11,P009,S03,44,3322.8799999999997
T001228,2024-05-11,P001,S03,3,178.38
T001229,2024-05-11,P009,S03,43,3247.3599999999997
T001230,2024-05-11,P001,S02,8,475.68
T001231,2024-05-11,P008,S01,23,5801.75
T001232,2024-05-11,P008,S02,22,5549.5
T001233,2024-05-12,P007,S01,22,6411.240000000001
T001234,2024-05-12,P002,S03,19,599.45
T001235,2024-05-12,P003,S03,22,5760.92
T001236,2024-05-12,P006,S03,24,500.88
T001237,2024-05-12,P009,S01,43,3247.3599999999997
T001238,2024-05-12,P001,S02,3,178.38
T001239,2024-05-12,P006,S02,23,480.01000000000005
T001240,2024-05-12,P008,S01,23,5801.75
T001241,2024-05-13,P007,S02,18,5245.56
T001242,2024-05-13,P010,S01,18,1202.7599999999998
T001243,2024-05-13,P003,S01,14,3666.04
T001244,2024-05-13,P007,S02,20,5828.400000000001
T001245,2024-05-13,P007,S03,20,5828.400000000001
T001246,2024-05-13,P010,S01,16,1069.12
T001247,2024-05-13,P006,S02,21,438.27000000000004
T001248,2024-05-13,P002,S02,15,473.25
T001249,2024-05-13,P007,S01,15,4371.3
T001250,2024-05-13,P006,S02,19,396.53000000000003
T001251,2024-05-13,P002,S02,14,441.7
T001252,2024-05-14,P009,S01,33,2492.16
T001253,2024-05-14,P007,S02,16,4662.72
T001254,2024-05-14,P006,S03,23,480.01000000000005
T001255,2024-05-14,P009,S03,37,2794.24
T001256,2024-05-14,P004,S03,22,4099.04
T001257,2024-05-14,P010,S03,16,1069.12
T001258,2024-05-14,P008,S03,19,4792.75
T001259,2024-05-14,P004,S03,18,3353.7599999999998
T001260,2024-05-14,P001,S01,4,237.84
T001261,2024-05-14,P005,S02,13,2818.4
T001262,2024-05-14,P001,S02,10,594.6
T001263,2024-05-14,P006,S02,20,417.40000000000003
T001264,2024-05-14,P004,S01,22,4099.04
T001265,2024-05-15,P007,S03,22,6411.240000000001
T001266,2024-05-15,P006,S03,20,417.40000000000003
T001267,2024-05-15,P003,S01,16,4189.76
T001268,2024-05-15,P006,S01,23,480.01000000000005
T001269,2024-05-15,P010,S03,15,1002.3
T001270,2024-05-16,P005,S01,12,2601.6000000000004
T001271,2024-05-16,P005,S01,12,2601.6000000000004
T001272,2024-05-16,P003,S03,14,3666.04
T001273,2024-05-16,P006,S02,23,480.01000000000005
T001274,2024-05-16,P004,S03,21,3912.72
T001275,2024-05-16,P010,S03,16,1069.12
T001276,2024-05-16,P007,S01,18,5245.56
T001277,2024-05-16,P005,S03,15,3252.0
T001278,2024-05-16,P003,S02,19,4975.34
T001279,2024-05-16,P006,S01,18,375.66
T001280,2024-05-16,P002,S02,9,283.95
T001281,2024-05-17,P003,S01,13,3404.1800000000003
T001282,2024-05-17,P001,S02,5,297.3
T001283,2024-05-17,P008,S01,18,4540.5
T001284,2024-05-17,P009,S01,34,2567.68
T001285,2024-05-17,P009,S01,35,2643.2
T001286,2024-05-17,P002,S02,15,473.25
T001287,2024-05-17,P004,S03,22,4099.04
T001288,2024-05-18,P009,S01,39,2945.2799999999997
T001289,2024-05-18,P010,S01,22,1470.04
T001290,2024-05-18,P004,S03,24,4471.68
T001291,2024-05-18,P005,S01,14,3035.2000000000003
T001292,2024-05-18,P006,S01,25,521.75
T001293,2024-05-18,P002,S02,15,473.25
T001294,2024-05-18,P004,S01,23,4285.36
T001295,2024-05-18,P007,S02,21,6119.820000000001
T001296,2024-05-18,P004,S02,24,4471.68
T001297,2024-05-18,P009,S02,40,3020.7999999999997
T001298,2024-05-18,P008,S01,23,5801.75
T001299,2024-05-19,P006,S03,20,417.40000000000003
T001300,2024-05-19,P009,S01,41,3096.3199999999997
T001301,2024-05-19,P004,S02,26,4844.32
T001302,2024-05-19,P006,S03,27,563.49
T001303,2024-05-19,P003,S02,18,4713.4800000000005
T001304,2024-05-19,P005,S01,17,3685.6000000000004
T001305,2024-05-19,P001,S02,8,475.68
T001306,2024-05-19,P009,S01,40,3020.7999999999997
T001307,2024-05-19,P001,S03,4,237.84
T001308,2024-05-19,P002,S03,23,725.65
T001309,2024-05-19,P003,S01,23,6022.780000000001
T001310,2024-05-19,P004,S02,25,4658.0
T001311,2024-05-19,P010,S01,19,1269.58
T001312,2024-05-19,P008,S02,22,5549.5
T001313,2024-05-20,P001,S01,4,237.84
T001314,2024-05-20,P005,S02,14,3035.2000000000003
T001315,2024-05-20,P005,S03,10,2168.0
T001316,2024-05-20,P004,S01,22,4099.04
T001317,2024-05-20,P008,S02,21,5297.25
T001318,2024-05-20,P009,S01,33,2492.16
T001319,2024-05-20,P002,S02,14,441.7
T001320,2024-05-20,P006,S02,21,438.27000000000004
T001321,2024-05-20,P007,S02,22,6411.240000000001
T001322,2024-05-21,P002,S01,16,504.8
T001323,2024-05-21,P004,S01,23,4285.36
T001324,2024-05-21,P009,S03,35,2643.2
T001325,2024-05-21,P001,S01,5,297.3
T001326,2024-05-21,P006,S03,18,375.66
T001327,2024-05-21,P005,S03,13,2818.4
T001328,2024-05-21,P002,S02,20,631.0
T001329,2024-05-21,P006,S01,19,396.53000000000003
T001330,2024-05-21,P003,S02,15,3927.9
T001331,2024-05-21,P001,S01,5,297.3
T001332,2024-05-21,P003,S01,15,3927.9
T001333,2024-05-21,P002,S01,15,473.25
T001334,2024-05-22,P003,S02,20,5237.200000000001
T001335,2024-05-22,P010,S01,17,1135.9399999999998
T001336,2024-05-22,P006,S02,20,417.40000000000003
T001337,2024-05-22,P001,S02,7,416.22
T001338,2024-05-22,P004,S02,19,3540.08
T001339,2024-05-22,P008,S02,19,4792.75
T001340,2024-05-22,P007,S03,15,4371.3
T001341,2024-05-22,P005,S02,14,3035.2000000000003
T001342,2024-05-22,P007,S02,16,4662.72
T001343,2024-05-22,P002,S03,16,504.8
T001344,2024-05-23,P004,S01,21,3912.72
T001345,2024-05-23,P007,S01,19,5536.9800000000005
T001346,2024-05-23,P003,S01,15,3927.9
T001347,2024-05-23,P010,S02,15,1002.3
T001348,2024-05-23,P005,S02,14,3035.2000000000003
T001349,2024-05-23,P003,S03,15,3927.9
T001350,2024-05-23,P003,S03,16,4189.76
T001351,2024-05-23,P010,S01,15,1002.3
T001352,2024-05-23,P001,S01,4,237.84
T001353,2024-05-23,P003,S01,16,4189.76
T001354,2024-05-23,P010,S01,14,935.4799999999999
T001355,2024-05-23,P009,S01,28,2114.56
T001356,2024-05-24,P006,S02,19,396.53000000000003
T001357,2024-05-24,P005,S03,12,2601.6000000000004
T001358,2024-05-24,P007,S02,31,9034.02
T001359,2024-05-24,P003,S02,15,3927.9
T001360,2024-05-24,P007,S02,27,7868.34
T001361,2024-05-24,P004,S02,20,3726.3999999999996
T001362,2024-05-24,P005,S01,11,2384.8
T001363,2024-05-24,P001,S02,5,297.3
T001364,2024-05-24,P003,S03,16,4189.76
T001365,2024-05-24,P001,S02,4,237.84
T001366,2024-05-25,P004,S03,28,5216.96
T001367,2024-05-25,P010,S02,14,935.4799999999999
T001368,2024-05-25,P005,S03,17,3685.6000000000004
T001369,2024-05-25,P007,S03,37,10782.54
T001370,2024-05-25,P007,S01,30,8742.6
T001371,2024-05-25,P007,S02,35,10199.7
T001372,2024-05-25,P003,S03,21,5499.06
T001373,2024-05-25,P004,S02,25,4658.0
T001374,2024-05-25,P010,S02,18,1202.7599999999998
T001375,2024-05-26,P010,S01,20,1336.3999999999999
T001376,2024-05-26,P003,S01,15,3927.9
T001377,2024-05-26,P006,S03,25,521.75
T001378,2024-05-26,P002,S01,18,567.9
T001379,2024-05-26,P008,S02,20,5045.0
T001380,2024-05-26,P008,S01,21,5297.25
T001381,2024-05-27,P001,S01,6,356.76
T001382,2024-05-27,P005,S02,12,2601.6000000000004
T001383,2024-05-27,P006,S01,21,438.27000000000004
T001384,2024-05-27,P008,S03,20,5045.0
T001385,2024-05-27,P004,S01,21,3912.72
T001386,2024-05-27,P003,S03,15,3927.9
T001387,2024-05-27,P009,S03,21,1585.9199999999998
T001388,2024-05-27,P008,S02,18,4540.5
T001389,2024-05-27,P008,S01,17,4288.25
T001390,2024-05-27,P003,S01,18,4713.4800000000005
T001391,2024-05-27,P004,S01,19,3540.08
T001392,2024-05-27,P009,S01,20,1510.3999999999999
T001393,2024-05-28,P008,S02,21,5297.25
T001394,2024-05-28,P008,S03,18,4540.5
T001395,2024-05-28,P010,S01,16,1069.12
T001396,2024-05-28,P001,S02,4,237.84
T001397,2024-05-28,P007,S03,31,9034.02
T001398,2024-05-28,P005,S01,12,2601.6000000000004
T001399,2024-05-28,P009,S03,25,1888.0
T001400,2024-05-28,P008,S01,16,4036.0
T001401,2024-05-28,P001,S02,3,178.38
T001402,2024-05-29,P003,S03,11,2880.46
T001403,2024-05-29,P007,S03,25,7285.5
T001404,2024-05-29,P009,S02,22,1661.4399999999998
T001405,2024-05-29,P004,S01,18,3353.7599999999998
T001406,2024-05-29,P010,S03,19,1269.58
T001407,2024-05-29,P002,S03,19,599.45
T001408,2024-05-29,P008,S01,20,5045.0
T001409,2024-05-29,P007,S01,28,8159.76
T001410,2024-05-29,P004,S01,17,3167.44
T001411,2024-05-29,P007,S01,27,7868.34
T001412,2024-05-29,P004,S02,22,4099.04
T001413,2024-05-29,P008,S02,18,4540.5
T001414,2024-05-29,P002,S01,12,378.6
T001415,2024-05-29,P004,S03,20,3726.3999999999996
T001416,2024-05-30,P002,S01,13,410.15000000000003
T001417,2024-05-30,P003,S02,15,3927.9
T001418,2024-05-30,P006,S03,22,459.14000000000004
T001419,2024-05-30,P001,S01,6,356.76
T001420,2024-05-30,P006,S02,19,396.53000000000003
T001421,2024-05-30,P003,S01,13,3404.1800000000003
T001422,2024-05-30,P004,S03,22,4099.04
T001423,2024-05-30,P005,S01,11,2384.8
T001424,2024-05-30,P002,S02,17,536.35
T001425,2024-05-30,P010,S01,18,1202.7599999999998
T001426,2024-05-31,P006,S01,21,438.27000000000004
T001427,2024-05-31,P002,S02,9,283.95
T001428,2024-05-31,P010,S03,16,1069.12
T001429,2024-05-31,P010,S03,15,1002.3
T001430,2024-05-31,P001,S03,5,297.3
T001431,2024-05-31,P004,S02,20,3726.3999999999996
T001432,2024-06-01,P009,S03,26,1963.52
T001433,2024-06-01,P008,S01,20,5045.0
T001434,2024-06-01,P007,S02,32,9325.44
T001435,2024-06-01,P010,S03,21,1403.2199999999998
T001436,2024-06-01,P010,S02,18,1202.7599999999998
T001437,2024-06-01,P003,S03,20,5237.200000000001
T001438,2024-06-01,P008,S02,26,6558.5
T001439,2024-06-01,P010,S01,15,1002.3
T001440,2024-06-01,P003,S03,18,4713.4800000000005
T001441,2024-06-01,P004,S03,28,5216.96
T001442,2024-06-01,P008,S02,21,5297.25
T001443,2024-06-01,P003,S03,18,4713.4800000000005
T001444,2024-06-01,P009,S03,27,2039.04
T001445,2024-06-01,P003,S03,18,4713.4800000000005
T001446,2024-06-02,P005,S01,14,3035.2000000000003
T001447,2024-06-02,P004,S03,25,4658.0
T001448,2024-06-02,P004,S03,25,4658.0
T001449,2024-06-02,P010,S02,18,1202.7599999999998
T001450,2024-06-02,P009,S03,27,2039.04
T001451,2024-06-02,P008,S03,25,6306.25
T001452,2024-06-02,P006,S01,24,500.88
T001453,2024-06-02,P001,S01,4,237.84
T001454,2024-06-02,P003,S01,21,5499.06
T001455,2024-06-03,P009,S02,25,1888.0
T001456,2024-06-03,P002,S02,20,631.0
T001457,2024-06-03,P008,S02,19,4792.75
T001458,2024-06-03,P008,S01,18,4540.5
T001459,2024-06-03,P001,S03,5,297.3
T001460,2024-06-03,P010,S01,17,1135.9399999999998
T001461,2024-06-03,P009,S02,23,1736.9599999999998
T001462,2024-06-04,P004,S03,19,3540.08
T001463,2024-06-04,P001,S01,3,178.38
T001464,2024-06-04,P005,S01,12,2601.6000000000004
T001465,2024-06-04,P001,S02,1,59.46
T001466,2024-06-04,P004,S01,20,3726.3999999999996
T001467,2024-06-04,P005,S02,17,3685.6000000000004
T001468,2024-06-04,P010,S01,16,1069.12
T001469,2024-06-04,P009,S01,25,1888.0
T001470,2024-06-04,P002,S02,17,536.35
T001471,2024-06-04,P005,S01,12,2601.6000000000004
T001472,2024-06-04,P010,S01,13,868.6599999999999
T001473,2024-06-05,P008,S01,16,4036.0
T001474,2024-06-05,P002,S03,17,536.35
T001475,2024-06-05,P010,S02,13,868.6599999999999
T001476,2024-06-05,P005,S02,10,2168.0
T001477,2024-06-05,P004,S02,19,3540.08
T001478,2024-06-05,P006,S03,20,417.40000000000003
T001479,2024-06-05,P008,S01,13,3279.25
T001480,2024-06-05,P010,S01,13,868.6599999999999
T001481,2024-06-06,P007,S01,31,9034.02
T001482,2024-06-06,P005,S02,13,2818.4
T001483,2024-06-06,P004,S03,21,3912.72
T001484,2024-06-06,P007,S02,29,8451.18
T001485,2024-06-06,P003,S02,17,4451.62
T001486,2024-06-06,P002,S01,17,536.35
T001487,2024-06-06,P006,S03,19,396.53000000000003
T001488,2024-06-06,P003,S03,15,3927.9
T001489,2024-06-06,P001,S03,5,297.3
T001490,2024-06-06,P003,S02,16,4189.76
T001491,2024-06-07,P001,S01,6,356.76
T001492,2024-06-07,P001,S01,4,237.84
T001493,2024-06-07,P007,S01,29,8451.18
T001494,2024-06-07,P009,S03,24,1812.48
T001495,2024-06-07,P003,S03,14,3666.04
T001496,2024-06-08,P005,S03,15,3252.0
T001497,2024-06-08,P009,S03,24,1812.48
T001498,2024-06-08,P009,S03,22,1661.4399999999998
T001499,2024-06-08,P001,S01,6,356.76
T001500,2024-06-08,P001,S03,7,416.22
T001501,2024-06-08,P003,S02,19,4975.34
T001502,2024-06-08,P006,S02,23,480.01000000000005
T001503,2024-06-08,P008,S03,20,5045.0
T001504,2024-06-08,P010,S01,18,1202.7599999999998
T001505,2024-06-08,P009,S01,26,1963.52
T001506,2024-06-08,P008,S01,22,5549.5
T001507,2024-06-08,P006,S01,20,417.40000000000003
T001508,2024-06-08,P007,S03,20,5828.400000000001
T001509,2024-06-09,P002,S02,30,946.5
T001510,2024-06-09,P005,S03,17,3685.6000000000004
T001511,2024-06-09,P006,S01,26,542.62
T001512,2024-06-09,P005,S03,16,3468.8
T001513,2024-06-09,P001,S01,8,475.68
T001514,2024-06-09,P001,S03,8,475.68
T001515,2024-06-09,P009,S03,28,2114.56
T001516,2024-06-09,P001,S03,7,416.22
T001517,2024-06-10,P008,S03,20,5045.0
T001518,2024-06-10,P009,S02,24,1812.48
T001519,2024-06-10,P006,S02,24,500.88
T001520,2024-06-10,P005,S02,15,3252.0
T001521,2024-06-10,P007,S03,18,5245.56
T001522,2024-06-10,P004,S03,20,3726.3999999999996
T001523,2024-06-10,P009,S03,23,1736.9599999999998
T001524,2024-06-10,P006,S02,21,438.27000000000004
T001525,2024-06-11,P006,S01,21,438.27000000000004
T001526,2024-06-11,P005,S02,12,2601.6000000000004
T001527,2024-06-11,P010,S01,20,1336.3999999999999
T001528,2024-06-11,P007,S02,17,4954.14
T001529,2024-06-11,P007,S01,18,5245.56
T001530,2024-06-11,P002,S03,21,662.5500000000001
T001531,2024-06-11,P010,S02,16,1069.12
T001532,2024-06-11,P008,S02,21,5297.25
T001533,2024-06-12,P010,S03,12,801.8399999999999
T001534,2024-06-12,P003,S01,13,3404.1800000000003
T001535,2024-06-12,P002,S03,25,788.75
T001536,2024-06-12,P003,S01,15,3927.9
T001537,2024-06-12,P006,S03,21,438.27000000000004
T001538,2024-06-12,P009,S01,20,1510.3999999999999
T001539,2024-06-12,P004,S01,20,3726.3999999999996
T001540,2024-06-12,P002,S01,26,820.3000000000001
T001541,2024-06-12,P001,S02,8,475.68
T001542,2024-06-13,P002,S03,24,757.2
T001543,2024-06-13,P004,S02,18,3353.7599999999998
T001544,2024-06-13,P002,S02,26,820.3000000000001
T001545,2024-06-13,P010,S02,18,1202.7599999999998
T001546,2024-06-13,P008,S03,15,3783.75
T001547,2024-06-13,P001,S02,5,297.3
T001548,2024-06-13,P005,S01,11,2384.8
T001549,2024-06-13,P004,S03,18,3353.7599999999998
T001550,2024-06-13,P008,S02,16,4036.0
T001551,2024-06-13,P002,S01,21,662.5500000000001
T001552,2024-06-13,P008,S02,18,4540.5
T001553,2024-06-14,P008,S03,20,5045.0
T001554,2024-06-14,P010,S03,17,1135.9399999999998
T001555,2024-06-14,P005,S02,14,3035.2000000000003
T001556,2024-06-14,P009,S03,19,1434.8799999999999
T001557,2024-06-14,P006,S03,19,396.53000000000003
T001558,2024-06-14,P006,S01,22,459.14000000000004
T001559,2024-06-14,P002,S03,23,725.65
T001560,2024-06-15,P003,S03,19,4975.34
T001561,2024-06-15,P006,S02,24,500.88
T001562,2024-06-15,P008,S03,20,5045.0
T001563,2024-06-15,P002,S02,27,851.85
T001564,2024-06-15,P007,S01,19,5536.9800000000005
T001565,2024-06-15,P006,S03,20,417.40000000000003
T001566,2024-06-15,P003,S03,20,5237.200000000001
T001567,2024-06-15,P001,S01,5,297.3
T001568,2024-06-15,P009,S03,28,2114.56
T001569,2024-06-15,P007,S03,17,4954.14
T001570,2024-06-16,P004,S03,23,4285.36
T001571,2024-06-16,P002,S01,31,978.0500000000001
T001572,2024-06-16,P001,S03,3,178.38
T001573,2024-06-16,P009,S02,26,1963.52
T001574,2024-06-16,P005,S02,17,3685.6000000000004
T001575,2024-06-16,P009,S03,27,2039.04
T001576,2024-06-16,P006,S03,22,459.14000000000004
T001577,2024-06-16,P009,S03,27,2039.04
T001578,2024-06-16,P002,S02,28,883.4
T001579,2024-06-17,P002,S02,26,820.3000000000001
T001580,2024-06-17,P004,S03,24,4471.68
T001581,2024-06-17,P001,S01,7,416.22
T001582,2024-06-17,P008,S02,22,5549.5
T001583,2024-06-17,P010,S01,12,801.8399999999999
T001584,2024-06-17,P010,S02,18,1202.7599999999998
T001585,2024-06-17,P002,S03,23,725.65
T001586,2024-06-17,P005,S03,10,2168.0
T001587,2024-06-18,P007,S02,18,5245.56
T001588,2024-06-18,P003,S01,15,3927.9
T001589,2024-06-18,P006,S01,17,354.79
T001590,2024-06-18,P010,S01,14,935.4799999999999
T001591,2024-06-18,P006,S01,21,438.27000000000004
T001592,2024-06-18,P009,S02,21,1585.9199999999998
T001593,2024-06-18,P007,S01,20,5828.400000000001
T001594,2024-06-18,P008,S02,17,4288.25
T001595,2024-06-18,P010,S02,14,935.4799999999999
T001596,2024-06-18,P009,S03,23,1736.9599999999998
T001597,2024-06-19,P009,S02,21,1585.9199999999998
T001598,2024-06-19,P010,S02,17,1135.9399999999998
T001599,2024-06-19,P005,S03,15,3252.0
T001600,2024-06-19,P003,S03,17,4451.62
T001601,2024-06-19,P006,S01,20,417.40000000000003
T001602,2024-06-19,P008,S03,17,4288.25
T001603,2024-06-19,P009,S01,23,1736.9599999999998
T001604,2024-06-19,P007,S01,18,5245.56
T001605,2024-06-19,P002,S02,25,788.75
T001606,2024-06-19,P002,S03,23,725.65
T001607,2024-06-19,P006,S02,22,459.14000000000004
T001608,2024-06-20,P001,S03,5,297.3
T001609,2024-06-20,P002,S02,19,599.45
T001610,2024-06-20,P004,S01,19,3540.08
T001611,2024-06-20,P010,S02,17,1135.9399999999998
T001612,2024-06-20,P009,S01,24,1812.48
T001613,2024-06-20,P008,S02,16,4036.0
T001614,2024-06-21,P005,S02,12,2601.6000000000004
T001615,2024-06-21,P005,S03,11,2384.8
T001616,2024-06-21,P007,S03,22,6411.240000000001
T001617,2024-06-21,P002,S03,20,631.0
T001618,2024-06-21,P004,S03,21,3912.72
T001619,2024-06-21,P001,S01,4,237.84
T001620,2024-06-21,P002,S01,26,820.3000000000001
T001621,2024-06-21,P009,S02,23,1736.9599999999998
T001622,2024-06-21,P004,S02,17,3167.44
T001623,2024-06-21,P007,S02,17,4954.14
T001624,2024-06-22,P010,S03,18,1202.7599999999998
T001625,2024-06-22,P006,S02,24,500.88
T001626,2024-06-22,P007,S03,22,6411.240000000001
T001627,2024-06-22,P003,S02,20,5237.200000000001
T001628,2024-06-22,P002,S02,16,504.8
T001629,2024-06-23,P007,S01,24,6994.08
T001630,2024-06-23,P010,S01,16,1069.12
T001631,2024-06-23,P002,S02,20,631.0
T001632,2024-06-23,P003,S03,22,5760.92
T001633,2024-06-23,P010,S02,19,1269.58
T001634,2024-06-23,P008,S02,20,5045.0
T001635,2024-06-23,P009,S02,26,1963.52
T001636,2024-06-23,P010,S01,19,1269.58
T001637,2024-06-23,P001,S03,5,297.3
T001638,2024-06-23,P002,S02,18,567.9
T001639,2024-06-23,P001,S02,6,356.76
T001640,2024-06-24,P003,S01,19,4975.34
T001641,2024-06-24,P006,S01,23,480.01000000000005
T001642,2024-06-24,P009,S02,27,2039.04
T001643,2024-06-24,P001,S03,6,356.76
T001644,2024-06-24,P010,S02,14,935.4799999999999
T001645,2024-06-24,P006,S03,21,438.27000000000004
T001646,2024-06-24,P007,S02,16,4662.72
T001647,2024-06-24,P005,S02,13,2818.4
T001648,2024-06-24,P001,S02,5,297.3
T001649,2024-06-24,P004,S01,30,5589.599999999999
T001650,2024-06-25,P008,S02,18,4540.5
T001651,2024-06-25,P006,S01,21,438.27000000000004
T001652,2024-06-25,P004,S02,31,5775.92
T001653,2024-06-25,P010,S02,16,1069.12
T001654,2024-06-25,P010,S03,16,1069.12
T001655,2024-06-25,P005,S03,16,3468.8
T001656,2024-06-25,P009,S02,21,1585.9199999999998
T001657,2024-06-25,P006,S03,18,375.66
T001658,2024-06-25,P010,S01,12,801.8399999999999
T001659,2024-06-25,P008,S02,15,3783.75
T001660,2024-06-25,P010,S01,14,935.4799999999999
T001661,2024-06-25,P005,S03,16,3468.8
T001662,2024-06-25,P007,S03,19,5536.9800000000005
T001663,2024-06-25,P008,S02,20,5045.0
T001664,2024-06-26,P003,S03,12,3142.32
T001665,2024-06-26,P006,S03,22,459.14000000000004
T001666,2024-06-26,P010,S03,17,1135.9399999999998
T001667,2024-06-26,P001,S03,4,237.84
T001668,2024-06-26,P009,S01,22,1661.4399999999998
T001669,2024-06-26,P007,S02,16,4662.72
T001670,2024-06-27,P003,S01,16,4189.76
T001671,2024-06-27,P010,S01,14,935.4799999999999
T001672,2024-06-27,P004,S02,31,5775.92
T001673,2024-06-27,P009,S01,22,1661.4399999999998
T001674,2024-06-27,P007,S01,18,5245.56
T001675,2024-06-27,P008,S02,18,4540.5
T001676,2024-06-27,P009,S03,24,1812.48
T001677,2024-06-27,P009,S02,22,1661.4399999999998
T001678,2024-06-27,P005,S03,14,3035.2000000000003
T001679,2024-06-27,P005,S01,14,3035.2000000000003
T001680,2024-06-28,P006,S02,18,375.66
T001681,2024-06-28,P006,S03,19,396.53000000000003
